reading	hanri	priority	corrected
# implicit-tone-overrides (single Hangul-only hanri rows used when the typed form has no tone mark)			
대팋1위솰1	大鐵圍山	1	
뿌간5데꼑1	無間地獄	1	
훼1쇼1	火燒	1	
꼑샬4	獄城	1	
잡빤5	十萬	1	
뵣1촁1	八千	1	
뼹엉4	明王	1	
지인2	指引	1	
겅5뼹4	光明	1	
빵5	望	1	
탄1벻1	坦白	1	
거5신1	孤身	1	
박1임5헝5더1	北陰酆都	1	
짇에랑4	一个人	1	
ᄋᆤ5귀2	枵鬼	1	
베4	爬	1	
임5헝1	陰風	1	
잡뎬꺔군1	十殿閻君	1	
어5벻뿌셩4	烏白無常	1	
알2요1	揞腰	1	
럅	攝	1	
뻥훈4	亡魂	1	
레레4	犁犁	1	
뫄1삔5	滿面	1	
헝5성1	風霜	1	
걉	劫	1	
렁아2	櫳仔	1	
래삔5	內面	1	
셀	姓	1	
단	擲	1	
터카1	塗跤	1	
이2꽈5	意外	1	
훼1엉야4	火王爺	1	
혠신1	現身	1	
벻	擘	1	
후1	烌	1	
벻셱	白色	1	
헉1제	複製	1	
깐2	眼	1	
롕훈4	靈魂	1	
환화	幻化	1	
아5슈5로4	阿修羅	1	
대	代	1	
캄1	堪	1	
좓뻥5	絕望	1	
좐1룬솅2엉4	轉輪聖王	1	
키1신1	起身	1	
슈1허5	守護	1	
흥5	遠	1	
흥흥5	遠遠	1	
기규4	祈求	1	
졍2신4	眾神	1	
촁5팡1	清芳	1	
콸2거	看顧	1	
주5뤼5	珠淚	1	
러빌1	路邊	1	
앙훼1	紅花	1	
유1졩4	有情	1	
유1졩졍2솅1	有情眾生	1	
쇼5상	相送	1	
운1구5교4	隱痀橋	1	
주유4	自由	1	
응2빵5	向望	1	
볭볭안5안1	平平安安	1	
젹	祝	1	
셩5비1	傷悲	1	
뷯1	拔	1	
팋1롄5	鐵鏈	1	
도2등2	倒轉	1	
준5꺔4	尊嚴	1	
관5헤5	關係	1	
개2ᄉᆤ5	介紹	1	
란궤	難過	1	
과5돨4	歌壇	1	
과5뻬4	歌迷	1	
루1띠4	女兒	1	
유5	又	1	
켱1걀1	恐驚	1	
먀샬1	名聲	1	
ᄑᆤ5ᄑᆤ1	飄飄	1	
훼2ᄐᅷ4	歲頭	1	
옌5지5쥐1훈2	胭脂水粉	1	
달1반5	打扮	1	
뿌1대4	舞台	1	
ᄇᆤ1옌2	表演	1	
과5츌	歌唱	1	
뻬훈4	迷魂	1	
쵸2뿐뿐4	笑文文	1	
질꾼4	錢銀	1	
뿌1걀2	母囝	1	
셩5이5위뼹5	相依為命	1	
로커2	勞苦	1	
끼룬5	議論	1	
롼훈훈5	亂紛紛	1	
먀운5	命運	1	
혱2추	興趣	1	
챨영2	晟養	1	
봏졩렁4	薄情郎	1	
롕롁1	能力	1	
왛당5	活動	1	
졘뎽4	前程	1	
호1빵5	好夢	1	
재5붸4	栽培	1	
로마1띠5	羅馬字	1	
김5	妗	1	
아5김5	阿妗	1	
환훼1	繁花	1	
퍼2	譜	1	
분1래4	本來	1	
턀2탕	疼痛	1	
춛1꺕1	出業	1	
항5	項	1	
쟘시4	暫時	1	
분1질4	本錢	1	
당5	動	1	
졩	正	1	
혱위4	行為	1	
볙	逼	1	
붇1졩	不正	1	
귀	貴	1	
ᄐᅷ취	頭喙	1	
돠뒤1	大堆	1	
샹1	雙	1	
샹5카1	雙跤	1	
틸2튀2	牚腿	1	
ᄉᆤ1	銷	1	
켹1퀴1	克虧	1	
러1빻	滷肉	1	
러2	滷	1	
러1빻1븡5	滷肉飯	1	
옝5개1	應該	1	
새2	使	1	
돠괴5쇼1항5	大街小巷	1	
짇분2	一本	1	
ᄏᆤ2	巧	1	
얄ᄀᆤ2	贏筊	1	
게5훼2	家賄	1	
ᄀᅷ2쀄1아2	到尾仔	1	
죄2괄1	做官	1	
캐1	開	1	
돠돠5	大大	1	
쇠2쇠	細細	1	
걈1	兼	1	
어5세1	烏紗	1	
에5	挨	1	
ᄅᅷ벻1셀	老百姓	1	
ᄉᆤ1탐1	痟貪	1	
대띤4	大人	1	
게5	低	1	
삔되1풰4	面底皮	1	
칟1아2	姼仔	1	
러레4	露螺	1	
펑2헝1	膨風	1	
치5참2	悽慘	1	
가1	加	1	
ᄋᆤ	要	1	
죄2랑4	做人	1	
구2	久	1	
삐5	味	1	
위좔1율5	為怎樣	1	
수5롼4	思戀	1	
훈심1	狠心	1	
롼5	亂	1	
빵빵4	茫茫	1	
샹5랑4	雙人	1	
쇼5와2	相倚	1	
쇼1허솰	小雨傘	1	
쇼1러5	小路	1	
팰1걀4	歹行	1	
낫1리2	哪裡	1	
캉1	空	1	
캉5취2봏짛1	空喙薄舌	1	
닫1	達	1	
셴5릐2	仙女	1	
시1	施	1	
세5시1	西施	1	
쳰5쳰5빤빤5	千千萬萬	1	
간1단1	簡單	1	
셷1게	設計	1	
완5슈4	冤仇	1	
달2	打	1	
토1제	討債	1	
수5랑4	輸人	1	
ᄋᅷ배2	後擺	1	
샴2	閃	1	
당죄4	同齊	1	
뎽1시	頂世	1	
좋1	昨	1	
지	誌	1	
코1이2	可以	1	
톈5톻1	顛踱	1	
주유주재5	自由自在	1	
벻찯1	白賊	1	
폔2랑4	騙人	1	
방곙1	房間	1	
걱1랑4	各人	1	
슈5	受	1	
쟙1슈5	接受	1	
귈1	關	1	
ᄀᅷ1제	狡制	1	
슐5궤	傷過	1	
팰1콴2	歹款	1	
슐1	傷	1	
팰1궤	歹過	1	
좓졩4	絕情	1	
밯1밯	爸爸	1	
로럭1	勞碌	1	
봘2메4	半暝	1	
풰돨1	被單	1	
쇠2걀2	細囝	1	
취2다1	喙焦	1	
츄1긘1	手巾	1	
칟	拭	1	
칟1괄5	拭汗	1	
괘1	乖	1	
괘5걀2	乖囝	1	
담4	澹	1	
살5댬1졩1	三點鐘	1	
청2캉1	創空	1	
분2소	糞掃	1	
긴1	今	1	
긴5야5	今夜	1	
헝5우2	風雨	1	
딯	滴	1	
대	帶	1	
졩이	情意	1	
뗻롼4	熱戀	1	
쇼1허5	小雨	1	
테키2	提起	1	
롼4	戀	1	
처5롼4	初戀	1	
기1	支	1	
훈5리5	分離	1	
해5	害	1	
단꽌5	但願	1	
좐1닫1	轉達	1	
딯1딯	滴滴	1	
쥬5	就	1	
쉬옌4	隨緣	1	
주뗸4	自然	1	
빵칠2	夢醒	1	
재2곈	再見	1	
러셩5	路上	1	
홛1뎬2	發展	1	
졩러5	情路	1	
류롄4	流連	1	
보1숗	寶惜	1	
돨5	段	1	
령옌4	良緣	1	
환2	反	1	
벻빡1	白目	1	
제2조5	製造	1	
꼗옌4	孽緣	1	
호1챠1	好車	1	
돠추	大厝	1	
뱔2ᄉᅷ	摒掃	1	
앙쇼1	紅燒	1	
켼2팡1	芡芳	1	
귤1	薑	1	
솬	蒜	1	
쳰1톼1	淺拖	1	
두4	櫥	1	
퇗	屜	1	
삐1쥬1ᄐᅷ아2	米酒頭仔	1	
잔	讚	1	
셕1	俗	1	
호1콸	好看	1	
주1쟣1	煮食	1	
톼1	拖	1	
톼5아2	拖仔	1	
젹1팡1	足芳	1	
저1퇀4	祖傳	1	
비2흥1	秘方	1	
강2	講	1	
함1	蚶	1	
솨1	沙	1	
듸5카1	豬跤	1	
얌5	炎	1	
함5아2	蚶仔	1	
터2솨1	吐沙	1	
쇼5쥬1헤4	燒酒蝦	1	
뫄유괴1	麻油雞	1	
니1	拈	1	
콰2	可	1	
첼5첼1	生生	1	
샇1	煠	1	
힙	翕	1	
ᄐᅷ5니1	偷拈	1	
좐세2개	全世界	1	
데읻1먀4	第一名	1	
삐1쥬2	米酒	1	
삐1쥬1ᄐᅷ4	米酒頭	1	
친2채2	凊彩	1	
틸5뎽2	天頂	1	
류칠1	流星	1	
ᄀᅷ1햐5	蚼蟻	1	
심5리2	心理	1	
안5위5	安慰	1	
곅	激	1	
껑껑5	慐慐	1	
곅1껑껑5	激慐慐	1	
껑5	慐	1	
껑신4	慐神	1	
껑랑4	慐人	1	
껑걀2	慐囝	1	
야쾌2챠1	夜快車	1	
코2잠5	靠站	1	
뼹띧1	明日	1	
쉬1쉬2	媠媠	1	
짇암	一暗	1	
함	譀	1	
함2교	譀叫	1	
좧1	縒	1	
꼥심1	凝心	1	
ᄀᅷ5	厚	1	
형형4	雄雄	1	
짇취	一喙	1	
솅1	升	1	
셩5훼5	相會	1	
롼2	暖	1	
츄빡1	樹木	1	
괴5러5	街路	1	
순리5	順利	1	
귀1	歸	1	
운2	穩	1	
럭인	烙印	1	
귀5셕1	歸屬	1	
기2디4	記持	1	
솅위4	成為	1	
졘진	前進	1	
한5	限	1	
곙5롁1	經歷	1	
감1슈5	感受	1	
감2	感	1	
춛1띧1	出日	1	
솅5기1	生機	1	
승5딜5커1샵	酸甜苦澀	1	
띧셩4	日常	1	
솅쥬5	成就	1	
댬1댬1딯1딯	點點滴滴	1	
솅5키2	升起	1	
보1귀	寶貴	1	
샤1호2	寫好	1	
띧기	日記	1	
츄훃1	樹箬	1	
콸2길	看見	1	
나5	若	1	
친5유2	親友	1	
컹1	框	1	
퀴5취	開喙	1	
럄미1	連鞭	1	
롷터시4	落塗時	1	
뵣1띠5	八字	1	
야2	野	1	
퇴	替	1	
티4	啼	1	
야1ᄌᆤ2	野鳥	1	
왇ᄐᅷ걀4	斡頭行	1	
짇러5	一路	1	
에버1	下晡	1	
새5박1허5	西北雨	1	
배2	擺	1	
귀1나배2	幾若擺	1	
로2	惱	1	
키2신5로1먀5	氣身惱命	1	
메4	暝	1	
기4	旗	1	
괴1	街	1	
훈5휘1	紛飛	1	
시대	時代	1	
헤롷붇1뼹4	下落不明	1	
휗	血	1	
짇장4	一欉	1	
휼1	香	1	
벻뻬2	白馬	1	
나머4	南無	1	
관5세2임1	觀世音	1	
퍼삳	菩薩	1	
준2	準	1	
나준2	若準	1	
비5격1	悲劇	1	
좌5	逝	1	
ᄃᅷᇂᄃᅷᇂ아2	沓沓仔	1	
롄1	蔫	1	
호4	何	1	
내호4	奈何	1	
촁	銃	1	
훈5	分	1	
궤2켛	過客	1	
셓	雪	1	
곙5궤	經過	1	
뮈훼1	梅花	1	
곙5	挭	1	
솯	雪	1	
되4	題	1	
뻬되4	迷題	1	
게2	假	1	
진5진5게1게2	真真假假	1	
쉫	說	1	
ᄀᅷ웨5	厚話	1	
운1	恩	1	
운5애	恩愛	1	
개	蓋	1	
뿌4	無	1	
정1	蹤	1	
유믕4	油門	1	
취1	催	1	
진5	盡	1	
벙5	磅	1	
뒤1	追	1	
혱정1	行蹤	1	
컹1	悾	1	
치5졩4	痴情	1	
굳경5	倔強	1	
길2삔5	見面	1	
짇삔5	一面	1	
졍4	從	1	
띤꽌5	人願	1	
치1	痴	1	
곋1격1	結局	1	
커1졍1	苦衷	1	
진5졩4	真情	1	
청5성1	滄桑	1	
김5솅5김5세	今生今世	1	
셩5헝4	相逢	1	
셕1뻑1	寂寞	1	
후	付	1	
싣1롷1	失落	1	
뗻졩4	熱情	1	
턀2숗	疼惜	1	
쵸2퀘1	笑詼	1	
환1붸5	反背	1	
심5승1	心酸	1	
수싣1	事實	1	
ᄅᅷ싣1	老實	1	
헝붸4	奉陪	1	
착1	鑿	1	
ᄅᅷ휗	流血	1	
렁빤5	浪漫	1	
훋1뗸4	忽然	1	
간1	間	1	
삔4	眠	1	
각	覺	1	
류롼4	留戀	1	
꺄게4	夯枷	1	
싣1삔4	失眠	1	
메5	罵	1	
태	太	1	
린5렁1	玲瑯	1	
더궤	度過	1	
뼹뀋1	明月	1	
캄1캄1켿켿1	坎坎坷坷	1	
춛1혠5	出現	1	
ᄑᆤ1	飄	1	
볜2죄	變做	1	
ᄑᆤ5렁5	飄浪	1	
커1킁	苦勸	1	
촁5첼2	清醒	1	
덕1	毒	1	
졩웨5	情話	1	
거5거5돨5돨1	孤孤單單	1	
타5형1	他鄉	1	
보1뎡5	保重	1	
뎡5츄1	中秋	1	
러쥐2	露水	1	
괄5빵4	菅芒	1	
춘5하츄5당1	春夏秋冬	1	
항4	航	1	
띰1심1	忍心	1	
이형1	異鄉	1	
훼항4	回航	1	
잔띰2	殘忍	1	
람4	男	1	
띠4	兒	1	
람띠4	男兒	1	
승1	霜	1	
심5턀	心疼	1	
더1키	賭氣	1	
채2	彩	1	
더2	賭	1	
죻	借	1	
운2	溫	1	
준4	存	1	
운1준4	溫存	1	
컹5키	空氣	1	
ᄎᅷ1ᄂᅷ5	吵鬧	1	
격1	劇	1	
격졩4	劇情	1	
짇돨5	一段	1	
수ᄀᅷ2뚜김1	事到如今	1	
턓	拆	1	
당	凍	1	
승5셓	霜雪	1	
수5얄4	輸贏	1	
딛1	直	1	
죄5	㩼	1	
캼	欠	1	
덩	棟	1	
촤5	𤆬	1	
